policy_id,claim_date,peril,region,claim_amount,premium,loss_year
POL-455536,2020-11-27,fire,DE-BAY,55759.64,4643.69,2020
POL-236540,2020-11-18,water_damage,FR-IDF,4895.27,2852.48,2020
POL-588814,2021-02-26,water_damage,FR-IDF,39356.66,5000.0,2021
POL-249335,2022-05-04,liability,DE-NRW,2306.9,2882.07,2022
POL-813752,2021-09-19,storm,DE-NRW,19987.45,1328.91,2021
POL-371688,2021-12-17,fire,NL-ZH,5053.63,2251.77,2021
POL-318911,2023-08-06,theft,BE-VLG,2684.84,220.04,2023
POL-432608,2021-03-16,water_damage,NL-NH,12459.27,2808.39,2021
POL-152570,2024-07-20,fire,NL-ZH,3107.58,829.84,2024
POL-851604,2023-10-05,flood,BE-VLG,33679.71,5000.0,2023
POL-652548,2020-11-15,theft,NL-ZH,8668.91,1721.58,2020
POL-713921,2021-07-27,storm,NL-ZH,14943.51,1655.81,2021
POL-979026,2020-12-01,storm,DE-BAY,12520.98,2488.2,2020
POL-774585,2021-05-13,fire,NL-ZH,26283.2,5000.0,2021
POL-609325,2021-10-29,flood,DE-NRW,5801.0,5000.0,2021
POL-714589,2020-08-27,storm,NL-NH,51214.08,5000.0,2020
POL-455470,2020-01-27,flood,NL-ZH,155291.33,5000.0,2020
POL-144601,2022-03-12,flood,NL-ZH,3535.63,2206.8,2022
POL-748129,2023-07-04,flood,BE-WAL,90488.79,5000.0,2023
POL-391504,2021-07-07,storm,DE-BAY,6894.89,1478.18,2021
POL-695983,2024-04-21,fire,BE-WAL,7287.07,2855.33,2024
POL-301719,2021-11-05,theft,DE-NRW,36889.47,1049.43,2021
POL-644341,2024-07-03,liability,FR-IDF,,3097.63,2024
POL-916326,2021-03-07,fire,BE-VLG,27419.34,2996.84,2021
POL-640443,2022-09-12,water_damage,NL-ZH,25877.83,2697.79,2022
POL-563563,2023-10-26,storm,DE-NRW,12247.66,909.29,2023
POL-082208,2020-04-17,liability,NL-ZH,11692.78,2453.75,2020
POL-927218,2024-08-26,theft,NL-NH,7023.88,898.92,2024
POL-807369,2021-10-28,flood,DE-BAY,31818.4,4291.67,2021
POL-907496,2022-06-28,liability,NL-NH,8385.1,1858.16,2022
POL-641755,2023-02-22,flood,NL-NH,50776.35,2813.15,2023
POL-233651,2023-03-20,liability,FR-IDF,52742.67,5000.0,2023
POL-536373,2020-02-13,flood,BE-WAL,2330.19,722.16,2020
POL-493300,2024-05-03,storm,FR-IDF,2731.34,1432.2,2024
POL-308030,2023-02-13,theft,DE-BAY,10686.07,876.24,2023
POL-434763,2024-12-29,liability,NL-NH,4320.77,988.7,2024
POL-145771,2022-05-11,flood,FR-IDF,5843.63,666.19,2022
POL-743385,2023-01-25,flood,BE-VLG,5011.8,1347.87,2023
POL-129234,2022-03-16,theft,FR-IDF,134826.02,5000.0,2022
POL-521207,2024-06-13,theft,DE-BAY,52789.45,5000.0,2024
POL-626994,2024-02-29,water_damage,NL-ZH,4861.37,4902.9,2024
POL-045190,2024-07-18,theft,NL-NH,1319.55,1298.71,2024
POL-744084,2022-07-10,fire,FR-IDF,6738.41,480.79,2022
POL-301433,2023-12-16,liability,DE-NRW,2867.54,1850.81,2023
POL-697485,2021-10-17,theft,NL-ZH,31261.03,2046.63,2021
POL-151442,2022-04-22,water_damage,DE-NRW,14345.9,4369.36,2022
POL-847431,2023-10-20,flood,NL-ZH,6690.21,402.11,2023
POL-850323,2020-05-28,storm,DE-BAY,12053.62,1842.89,2020
POL-558649,2023-07-22,storm,NL-ZH,3340.87,1391.41,2023
POL-365761,2020-01-29,flood,BE-VLG,10088.54,911.2,2020
POL-554552,2022-11-26,theft,BE-VLG,94616.74,5000.0,2022
POL-971754,2022-05-21,theft,DE-BAY,5856.96,5000.0,2022
POL-591229,2022-05-06,liability,BE-WAL,15042.76,2270.81,2022
POL-727967,2022-06-22,theft,DE-NRW,5214.66,2525.29,2022
POL-545888,2022-06-17,liability,NL-ZH,5113.48,2716.85,2022
POL-373597,2022-01-14,storm,BE-VLG,36096.82,2390.6,2022
POL-801457,2022-04-04,liability,DE-NRW,3019.88,599.43,2022
POL-688882,2022-11-04,liability,DE-BAY,10719.08,2659.87,2022
POL-569400,2023-10-26,storm,DE-BAY,4652.46,4107.25,2023
POL-352998,2022-10-05,theft,FR-IDF,69425.44,5000.0,2022
POL-772485,2023-03-19,theft,DE-BAY,5815.6,432.58,2023
POL-350762,2024-03-08,flood,DE-NRW,2904.1,2556.52,2024
POL-578102,2024-12-12,flood,NL-NH,10999.33,5000.0,2024
POL-945295,2020-07-17,flood,DE-NRW,11047.5,209.05,2020
POL-807688,2023-07-26,theft,NL-NH,49681.65,5000.0,2023
POL-588453,2021-02-15,storm,NL-NH,6915.27,1634.71,2021
POL-189527,2020-12-25,flood,NL-ZH,22176.47,5000.0,2020
POL-083577,2023-12-19,storm,DE-BAY,4015.76,2602.75,2023
POL-477616,2020-05-05,fire,BE-BRU,49188.68,5000.0,2020
POL-071250,2024-03-28,flood,NL-NH,38497.05,4685.85,2024
POL-958936,2023-11-08,theft,BE-BRU,25977.24,4412.48,2023
POL-317005,2024-12-22,theft,NL-NH,36308.58,1158.61,2024
POL-878703,2023-05-05,flood,NL-NH,18206.23,742.12,2023
POL-827203,2024-05-13,fire,BE-BRU,15315.89,4000.31,2024
POL-674349,2020-08-04,liability,BE-WAL,3365.02,1173.51,2020
POL-065552,2024-06-13,theft,BE-WAL,5964.84,2456.16,2024
POL-267659,2020-10-19,theft,DE-NRW,36750.56,2765.65,2020
POL-984394,2021-07-28,theft,NL-NH,35122.04,2172.42,2021
POL-268824,2020-08-22,theft,BE-BRU,38777.76,2772.94,2020
POL-138123,2022-01-03,flood,NL-NH,7970.21,903.12,2022
POL-601524,2023-09-30,flood,NL-ZH,100002.25,5000.0,2023
POL-485473,2021-05-04,liability,FR-IDF,10873.9,3572.25,2021
POL-092532,2024-02-11,liability,DE-NRW,23172.0,4778.51,2024
POL-074019,2023-01-12,water_damage,NL-NH,374284.22,5000.0,2023
POL-496258,2023-02-23,storm,NL-ZH,7211.81,874.73,2023
POL-942990,2024-09-11,fire,FR-IDF,31644.4,1291.16,2024
POL-651901,2022-02-27,flood,BE-VLG,2176.45,696.2,2022
POL-449516,2021-09-21,water_damage,DE-NRW,8562.22,2459.8,2021
POL-645557,2024-12-22,theft,DE-NRW,27288.34,1922.53,2024
POL-955042,2022-10-14,theft,FR-IDF,6360.46,633.45,2022
POL-798660,2023-01-27,storm,FR-IDF,13989.39,1198.65,2023
POL-157264,2021-06-25,liability,BE-VLG,17526.36,5000.0,2021
POL-239178,2021-01-28,fire,NL-ZH,16197.93,4030.27,2021
POL-758144,2020-11-06,flood,BE-VLG,947.27,1624.62,2020
POL-809899,2021-02-12,fire,BE-VLG,197004.58,5000.0,2021
POL-778877,2020-12-22,flood,DE-NRW,3531.13,1382.91,2020
POL-032550,2023-09-26,flood,DE-NRW,5085.51,292.93,2023
POL-454792,2020-04-15,liability,NL-NH,1904.61,961.79,2020
POL-247480,2023-02-23,theft,DE-BAY,3885.68,1225.82,2023
POL-766191,2024-09-30,fire,BE-VLG,12268.05,2699.68,2024
POL-889111,2023-10-30,fire,NL-NH,43512.33,2591.74,2023
POL-210261,2022-01-06,water_damage,BE-BRU,6167.05,573.2,2022
POL-886734,2020-04-18,flood,DE-NRW,15068.38,2979.36,2020
POL-070066,2024-03-03,flood,BE-VLG,18795.22,813.09,2024
POL-825137,2020-01-06,liability,BE-BRU,3299.07,2297.28,2020
POL-860460,2023-05-29,flood,BE-WAL,1367.73,208.84,2023
POL-617545,2023-05-10,flood,BE-WAL,3995.32,238.53,2023
POL-747985,2020-12-16,fire,DE-BAY,62544.05,5000.0,2020
POL-210421,2023-09-13,water_damage,BE-WAL,4793.8,974.41,2023
POL-228624,2020-11-16,liability,BE-WAL,5168.74,289.27,2020
POL-180134,2021-02-16,liability,BE-BRU,18700.33,1539.12,2021
POL-624136,2024-01-23,water_damage,DE-NRW,,3851.69,2024
POL-191057,2024-11-23,liability,BE-BRU,3115.77,1225.92,2024
POL-284151,2021-04-28,flood,BE-WAL,29711.67,2561.92,2021
POL-950460,2024-08-10,theft,BE-VLG,22057.57,2933.86,2024
POL-023790,26/07/2024,,FR-IDF,6096.85,1238.86,2024
POL-460704,2023-11-06,theft,NL-ZH,1287.92,248.72,2023
POL-115305,2020-09-12,storm,BE-BRU,31586.85,1027.64,2020
POL-864108,2021-07-01,fire,DE-BAY,18500.52,2330.5,2021
POL-397779,2023-05-23,flood,DE-NRW,15086.73,4031.69,2023
POL-118940,2024-12-30,theft,DE-BAY,2291.9,656.31,2024
POL-220987,2024-01-28,fire,NL-NH,184380.22,5000.0,2024
POL-279116,2022-02-06,water_damage,BE-WAL,3576.31,2635.04,2022
POL-032571,2021-03-05,theft,NL-ZH,6243.0,509.83,2021
POL-797538,2024-10-20,fire,BE-BRU,38713.1,5000.0,2024
POL-741621,2021-05-19,liability,BE-VLG,13552.57,643.84,2021
POL-630940,2021-09-17,storm,FR-IDF,15324.01,5000.0,2021
POL-487091,2024-10-28,theft,DE-BAY,2862.83,635.92,2024
POL-983510,2022-10-23,theft,BE-BRU,2611.2,2213.44,2022
POL-151959,2021-04-28,storm,DE-BAY,19331.91,2991.2,2021
POL-085472,2020-01-10,flood,DE-NRW,7488.68,749.7,2020
POL-654448,2022-02-24,liability,DE-BAY,119996.92,1448.53,2022
POL-961499,2024-12-06,liability,NL-ZH,3015.51,1242.15,2024
POL-524074,2022-03-01,storm,NL-NH,7613.33,1785.11,2022
POL-699102,2023-07-02,water_damage,NL-ZH,15597.59,3036.96,2023
POL-814047,2021-04-07,water_damage,DE-NRW,7298.52,981.69,2021
POL-797926,2023-11-18,flood,BE-WAL,4810.21,1316.49,2023
POL-711325,2023-11-18,storm,DE-NRW,13674.59,3411.23,2023
POL-529012,2023-01-16,storm,NL-ZH,142097.97,5000.0,2023
POL-528161,2023-11-11,theft,BE-VLG,5770.43,1410.48,2023
POL-017491,2022-11-23,water_damage,BE-VLG,,501.97,2022
POL-090220,2021-11-22,storm,DE-NRW,24418.35,2799.99,2021
POL-052274,2023-09-10,storm,BE-WAL,8155.72,1041.37,2023
POL-210557,2024-03-05,fire,NL-NH,3672.39,1330.29,2024
POL-911709,2024-03-16,flood,BE-WAL,26712.95,3740.35,2024
POL-837681,2021-01-24,water_damage,NL-ZH,22348.98,5000.0,2021
POL-497557,2023-05-21,water_damage,BE-BRU,5604.7,794.91,2023
POL-776357,2020-01-08,flood,NL-NH,1726.19,413.55,2020
POL-399985,2022-11-11,flood,NL-NH,38418.29,5000.0,2022
POL-422098,2022-11-09,liability,DE-NRW,5623.56,593.34,2022
POL-956210,2021-10-26,fire,BE-VLG,17575.74,2352.83,2021
POL-890083,2024-12-21,liability,BE-WAL,10913.43,2029.73,2024
POL-653257,2024-06-01,water_damage,NL-NH,23596.57,583.41,2024
POL-939128,2020-03-11,flood,DE-NRW,17073.32,2664.03,2020
POL-033240,2021-01-16,storm,DE-BAY,62447.56,5000.0,2021
POL-396257,2021-01-15,liability,BE-BRU,28564.55,3630.29,2021
POL-841001,2024-06-27,flood,BE-WAL,1224.21,286.71,2024
POL-878750,2022-08-06,theft,BE-VLG,8499.6,681.64,2022
POL-596557,2023-08-24,liability,BE-VLG,15529.35,839.7,2023
POL-918155,2024-01-19,storm,BE-VLG,8091.71,4237.94,2024
POL-023129,2023-11-03,liability,NL-ZH,54453.62,5000.0,2023
POL-613929,2020-06-11,water_damage,DE-NRW,22828.14,1731.08,2020
POL-021079,2020-09-13,fire,DE-NRW,1352.49,245.62,2020
POL-535696,2021-12-23,water_damage,BE-WAL,8502.22,613.88,2021
POL-793068,2021-09-10,liability,BE-VLG,13655.27,2303.96,2021
POL-104104,2023-09-26,theft,NL-ZH,5089.89,1226.38,2023
POL-005540,2020-10-12,fire,DE-BAY,30064.15,934.89,2020
POL-771917,2021-11-09,flood,NL-ZH,25846.57,1264.02,2021
POL-943162,2021-03-08,theft,DE-NRW,21161.1,1500.74,2021
POL-534472,2020-12-11,water_damage,BE-WAL,,4299.11,2020
POL-889737,2020-11-11,storm,BE-WAL,66340.44,2649.36,2020
POL-931149,2020-12-23,fire,NL-ZH,35977.32,3532.87,2020
POL-828063,2022-10-28,theft,DE-BAY,35101.01,5000.0,2022
POL-047627,2022-01-19,theft,BE-WAL,13055.21,4598.23,2022
POL-412544,2022-03-06,storm,BE-VLG,6657.74,2476.54,2022
POL-419771,2022-05-25,storm,FR-IDF,155544.37,5000.0,2022
POL-493958,2023-09-15,flood,DE-BAY,21952.91,3461.06,2023
POL-733641,2024-04-23,fire,NL-ZH,4197.62,623.09,2024
POL-199649,2022-08-19,flood,BE-WAL,12168.24,5000.0,2022
POL-848264,2023-03-19,liability,FR-IDF,8782.93,2607.01,2023
POL-865630,2023-09-11,fire,NL-NH,36066.87,2052.94,2023
POL-915543,2023-06-15,flood,BE-VLG,9173.8,2753.17,2023
POL-128833,2020-09-02,storm,BE-WAL,2102.2,200.0,2020
POL-473110,2024-11-30,theft,BE-WAL,26967.47,3659.1,2024
POL-742733,2020-10-28,water_damage,BE-BRU,7040.69,271.58,2020
POL-519622,2022-01-22,storm,NL-NH,838.68,254.06,2022
POL-871741,2023-04-07,flood,BE-VLG,39635.28,2483.8,2023
POL-554062,2022-01-06,fire,NL-NH,2766.26,370.82,2022
POL-267588,2021-03-20,liability,NL-ZH,4077.37,1135.73,2021
POL-752859,2024-08-13,storm,BE-WAL,14709.75,1228.41,2024
POL-480889,2020-05-10,theft,BE-BRU,15808.72,2441.5,2020
POL-118362,2021-03-25,water_damage,FR-IDF,6964.58,3924.94,2021
POL-818143,2024-12-19,storm,BE-VLG,20705.8,1270.97,2024
POL-750941,2023-08-26,liability,BE-WAL,36519.48,5000.0,2023
POL-783920,2020-06-07,fire,DE-BAY,4426.53,5000.0,2020
POL-614869,10/10/2023,theft,DE-NRW,14571.34,2431.32,2023
POL-002929,2024-11-06,theft,NL-ZH,,603.33,2024
POL-411675,2020-06-27,flood,BE-VLG,56133.24,5000.0,2020
POL-464716,2022-01-26,storm,DE-BAY,17206.25,2093.05,2022
POL-397966,2022-05-05,theft,NL-NH,1458.65,1974.68,2022
POL-705068,2020-08-27,flood,DE-BAY,212329.5,3983.05,2020
POL-683301,2021-01-01,storm,BE-WAL,15158.3,1998.22,2021
POL-242570,2020-11-13,liability,BE-BRU,17996.49,2084.64,2020
POL-956850,2020-12-04,flood,NL-NH,11638.4,1786.55,2020
POL-147749,2022-01-07,liability,BE-BRU,18342.55,1589.99,2022
POL-106169,2022-04-27,storm,NL-ZH,22021.13,2876.06,2022
POL-186859,2021-03-10,theft,BE-WAL,33377.37,5000.0,2021
POL-241132,2021-06-12,theft,DE-NRW,10962.77,1948.95,2021
POL-448807,2020-12-17,storm,NL-NH,750.33,754.87,2020
POL-567338,2023-12-25,storm,BE-BRU,7774.02,3743.23,2023
POL-506627,2021-01-21,fire,NL-ZH,10171.72,1420.11,2021
POL-189183,2024-07-16,flood,DE-NRW,5759.16,346.17,2024
POL-096758,2022-09-11,liability,BE-BRU,3566.34,766.48,2022
POL-260863,2024-01-06,flood,DE-BAY,7372.6,596.68,2024
POL-462893,2023-03-08,water_damage,DE-NRW,36605.2,5000.0,2023
POL-781378,2021-05-01,flood,DE-BAY,19109.5,2698.59,2021
POL-883092,2023-01-03,storm,NL-NH,2579.99,1438.25,2023
POL-399678,2021-05-15,water_damage,NL-ZH,1596.72,1101.84,2021
POL-187668,2020-08-04,theft,NL-NH,1571.26,1677.24,2020
POL-528520,2021-04-10,liability,BE-WAL,17490.71,5000.0,2021
POL-976883,2021-05-18,fire,BE-BRU,2135.21,336.01,2021
POL-213043,2020-09-03,liability,NL-NH,11731.56,1046.15,2020
POL-853272,2020-02-13,water_damage,DE-NRW,28436.97,3216.95,2020
POL-698250,2024-09-20,water_damage,BE-BRU,20889.21,5000.0,2024
POL-388242,2022-07-27,theft,BE-BRU,8560.96,557.24,2022
POL-948549,2022-01-04,storm,BE-VLG,83774.58,5000.0,2022
POL-323791,2024-08-26,storm,BE-WAL,6220.54,2509.43,2024
POL-504481,2021-02-14,UNKNOWN,NL-NH,15193.92,1792.18,2021
POL-574031,2022-01-06,storm,DE-NRW,8152.44,5000.0,2022
POL-867842,2024-03-26,flood,BE-BRU,10189.11,1072.56,2024
POL-317479,2023-02-28,water_damage,DE-NRW,34593.34,2763.82,2023
POL-744134,2021-12-30,storm,DE-BAY,28055.28,5000.0,2021
POL-028438,2021-04-12,liability,NL-NH,1461.18,498.6,2021
POL-749747,2020-03-05,theft,BE-VLG,3755.19,1673.74,2020
POL-243201,2020-06-04,water_damage,BE-BRU,34801.55,5000.0,2020
POL-488534,2020-10-22,fire,BE-VLG,2678.17,679.15,2020
POL-105373,2023-12-08,theft,BE-WAL,3811.61,200.0,2023
POL-598153,2023-03-13,theft,NL-ZH,19475.59,5000.0,2023
POL-042063,2022-03-02,theft,BE-WAL,41354.67,5000.0,2022
POL-240823,2023-12-01,fire,NL-ZH,35567.21,867.99,2023
POL-794416,2020-10-20,flood,DE-NRW,1863.23,703.58,2020
POL-257864,2021-01-20,water_damage,BE-VLG,9293.69,1885.52,2021
POL-602953,2021-12-18,storm,DE-NRW,8156.26,1214.07,2021
POL-616772,2024-08-03,storm,BE-VLG,6262.28,1957.92,2024
POL-305874,2023-01-27,liability,NL-NH,1944.79,800.93,2023
POL-579384,2024-04-03,storm,DE-BAY,66451.75,4942.16,2024
POL-201634,2021-03-29,liability,DE-BAY,,2735.62,2021
POL-758432,2024-03-29,storm,DE-BAY,3989.02,5000.0,2024
POL-407085,2020-05-12,storm,DE-BAY,19801.55,1402.16,2020
POL-112484,2021-02-19,flood,BE-BRU,10500.79,1047.74,2021
POL-201911,2022-08-13,water_damage,NL-NH,35214.95,5000.0,2022
POL-788646,2020-04-02,water_damage,BE-WAL,7139.05,2922.83,2020
POL-911718,2024-04-17,theft,FR-IDF,,895.15,2024
POL-328450,2024-05-03,water_damage,FR-IDF,13308.33,1240.17,2024
POL-114528,2022-09-16,water_damage,BE-VLG,29533.6,2370.84,2022
POL-101495,2021-07-12,fire,DE-BAY,3989.31,712.33,2021
POL-509262,2020-06-29,fire,BE-VLG,2413.78,363.12,2020
POL-805848,2023-02-04,storm,DE-BAY,23929.37,5000.0,2023
POL-798094,2022-09-09,storm,BE-WAL,18193.37,1474.92,2022
POL-786921,2023-10-20,flood,DE-BAY,13810.39,2887.71,2023
POL-181932,2023-01-05,theft,BE-BRU,14360.27,2304.88,2023
POL-181249,2020-08-22,liability,DE-BAY,13490.09,2394.87,2020
POL-902577,2020-08-10,UNKNOWN,NL-NH,65721.75,5000.0,2020
POL-308669,2023-11-27,fire,DE-BAY,16736.53,1528.59,2023
POL-362617,2020-10-17,flood,BE-BRU,10310.22,2046.2,2020
POL-945081,2024-09-10,storm,DE-NRW,3755.47,200.0,2024
POL-330954,2020-07-12,fire,DE-BAY,8218.48,610.66,2020
POL-144331,2023-08-23,liability,BE-WAL,25382.76,3677.04,2023
POL-853952,2024-11-16,liability,BE-WAL,31767.92,2843.11,2024
POL-750755,2022-03-17,water_damage,BE-WAL,2257.07,310.81,2022
POL-307978,2020-04-13,water_damage,NL-ZH,37815.34,2847.67,2020
POL-000719,2024-05-20,water_damage,BE-BRU,11292.88,4089.47,2024
POL-851797,2020-12-08,liability,DE-BAY,219806.39,5000.0,2020
POL-982025,2022-08-21,fire,DE-NRW,,671.19,2022
POL-028312,2024-12-03,flood,BE-VLG,10454.45,758.87,2024
POL-013089,2023-09-22,theft,BE-VLG,3197.16,4702.31,2023
POL-839182,2020-03-25,fire,FR-IDF,3757.17,972.98,2020
POL-337824,2024-02-08,fire,NL-ZH,6801.46,2538.09,2024
POL-555621,2020-10-21,theft,DE-BAY,111266.01,5000.0,2020
POL-711831,2023-10-01,theft,NL-ZH,8870.8,2425.35,2023
POL-405375,2023-02-08,liability,BE-VLG,16643.04,1151.6,2023
POL-618770,2021-06-09,water_damage,DE-NRW,10786.76,2058.1,2021
POL-807739,2022-02-12,theft,NL-NH,10116.94,1559.33,2022
POL-669124,2020-08-03,fire,BE-VLG,7735.02,3182.74,2020
POL-143319,2024-12-07,liability,NL-ZH,73835.38,5000.0,2024
POL-358659,2021-03-11,theft,DE-NRW,36028.22,2397.3,2021
POL-390130,2021-07-17,water_damage,DE-NRW,2302.42,1137.73,2021
POL-242498,2022-07-07,theft,DE-BAY,1753.34,808.48,2022
POL-236592,2023-05-13,theft,BE-VLG,33863.41,5000.0,2023
POL-197844,2022-07-12,storm,BE-VLG,46563.15,5000.0,2022
POL-705175,2022-07-11,theft,DE-NRW,4220.13,2522.67,2022
POL-282170,2022-11-30,liability,DE-NRW,7637.7,1055.62,2022
POL-683327,2024-04-16,flood,DE-NRW,47995.53,1170.54,2024
POL-151285,2021-12-22,theft,FR-IDF,27630.82,1920.75,2021
POL-494149,2024-02-29,fire,BE-WAL,12909.15,1487.37,2024
POL-378105,2023-12-08,storm,NL-ZH,25602.85,5000.0,2023
POL-727397,2024-10-21,flood,NL-ZH,9584.24,3518.93,2024
POL-579354,2024-07-26,flood,BE-WAL,7961.21,5000.0,2024
POL-468122,2023-12-29,liability,NL-ZH,46614.56,4409.52,2023
POL-155336,2021-03-26,liability,FR-IDF,5849.4,2974.55,2021
POL-037692,2023-11-15,,FR-IDF,7397.93,1678.87,2023
POL-835775,2023-09-07,water_damage,NL-NH,99724.98,3319.53,2023
POL-859347,2021-06-12,liability,BE-VLG,4635.94,579.2,2021
POL-170531,2023-05-23,water_damage,DE-NRW,96028.61,568.21,2023
POL-513278,2021-04-07,theft,DE-NRW,16084.63,3680.72,2021
POL-705111,2022-08-13,liability,NL-ZH,13090.95,5000.0,2022
POL-375379,2023-12-26,theft,NL-NH,24327.99,5000.0,2023
POL-479451,2020-12-10,theft,BE-VLG,35616.06,5000.0,2020
POL-786097,2021-09-07,fire,BE-WAL,66801.5,5000.0,2021
POL-222557,2023-12-23,flood,BE-BRU,9944.07,898.0,2023
POL-663841,2022-04-09,storm,NL-NH,22210.24,3299.96,2022
POL-328389,2024-10-21,storm,BE-VLG,7615.79,1348.38,2024
POL-310860,2020-01-15,fire,NL-NH,6750.93,2416.19,2020
POL-207023,2023-08-11,fire,BE-VLG,15057.12,1676.48,2023
POL-261240,2024-01-27,fire,DE-NRW,31447.34,5000.0,2024
POL-530099,2024-08-03,liability,BE-VLG,4305.9,3867.71,2024
POL-140349,2020-10-13,flood,NL-NH,1913.17,228.98,2020
POL-780983,2024-12-03,storm,BE-VLG,3813.93,5000.0,2024
POL-259052,2021-12-17,fire,NL-ZH,7312.13,1954.67,2021
POL-120868,2021-10-05,storm,BE-WAL,,2481.38,2021
POL-628140,2021-10-11,water_damage,BE-VLG,4725.46,2083.38,2021
POL-962041,2023-03-12,fire,NL-ZH,23581.82,5000.0,2023
POL-203829,2023-04-19,storm,NL-ZH,50678.37,1614.73,2023
POL-114854,2022-05-15,water_damage,BE-VLG,5155.26,2798.56,2022
POL-490822,2020-05-09,liability,FR-IDF,66443.27,4093.13,2020
POL-260240,2024-12-07,flood,DE-NRW,25947.33,5000.0,2024
POL-335498,2021-02-09,liability,NL-ZH,4064.79,204.11,2021
POL-461218,2020-06-20,theft,FR-IDF,8097.28,1413.63,2020
POL-223704,2022-12-27,water_damage,DE-BAY,5017.26,757.24,2022
POL-237753,2022-01-23,liability,NL-NH,9517.28,2209.41,2022
POL-259187,2023-01-29,UNKNOWN,FR-IDF,20877.65,2394.48,2023
POL-328150,2024-05-18,liability,NL-ZH,5923.28,990.31,2024
POL-615726,2020-06-26,flood,BE-VLG,20148.59,732.9,2020
POL-903538,2021-06-02,liability,BE-BRU,16005.16,1767.39,2021
POL-491323,2022-08-01,water_damage,BE-BRU,3614.88,2044.31,2022
POL-507525,2023-12-10,theft,BE-WAL,20263.22,3898.9,2023
POL-243867,2023-01-02,theft,BE-BRU,47015.87,3986.98,2023
POL-249524,2021-11-30,water_damage,NL-ZH,9719.73,1097.79,2021
POL-335468,2023-01-19,theft,NL-NH,31338.6,2033.39,2023
POL-824463,2024-11-25,storm,BE-WAL,3795.45,526.77,2024
POL-258906,2022-05-27,flood,NL-NH,82276.72,4206.12,2022
POL-803560,2024-06-02,storm,NL-NH,26850.44,4311.61,2024
POL-049180,2023-11-25,liability,FR-IDF,30241.46,4300.52,2023
POL-536683,2021-07-04,flood,NL-NH,5875.88,833.0,2021
POL-224808,2021-03-31,fire,FR-IDF,30339.45,1229.72,2021
POL-222452,2023-11-08,flood,DE-NRW,21365.06,5000.0,2023
POL-366047,2021-01-14,storm,NL-NH,31722.76,2516.22,2021
POL-819114,2021-09-07,theft,BE-BRU,61987.83,2494.24,2021
POL-896767,2021-03-06,flood,DE-NRW,7262.86,1834.11,2021
POL-464276,2023-01-12,liability,BE-VLG,61970.59,3842.9,2023
POL-804243,2021-06-21,water_damage,BE-BRU,32576.61,5000.0,2021
POL-866854,2023-04-18,flood,DE-NRW,3198.69,570.32,2023
POL-373930,2024-09-03,liability,DE-BAY,95105.93,2711.67,2024
POL-631860,2024-02-24,water_damage,BE-VLG,6969.72,1520.95,2024
POL-657754,2024-09-27,liability,BE-WAL,16860.12,2280.65,2024
POL-703100,2020-02-14,water_damage,DE-BAY,17759.3,1610.52,2020
POL-759801,2022-04-12,liability,BE-VLG,4205.96,837.42,2022
POL-857566,2021-02-06,storm,DE-BAY,37474.37,5000.0,2021
POL-551117,2024-08-03,storm,NL-NH,7848.98,4332.7,2024
POL-977207,2023-07-24,flood,DE-NRW,2876.16,357.28,2023
POL-958324,2021-08-08,liability,NL-ZH,4970.72,1066.17,2021
POL-207566,2022-10-26,liability,FR-IDF,1508.5,1138.76,2022
POL-907939,2023-01-11,flood,DE-NRW,2684.7,2012.15,2023
POL-602764,2022-06-24,theft,BE-WAL,43606.44,5000.0,2022
POL-031684,2022-05-16,storm,NL-NH,2115.41,277.41,2022
POL-026192,2020-04-10,fire,FR-IDF,20076.14,2336.06,2020
POL-972786,2022-04-06,theft,BE-VLG,6609.54,2064.98,2022
POL-768071,2021-09-28,flood,NL-NH,48640.29,1913.55,2021
POL-480692,2024-02-03,flood,NL-ZH,12967.82,2271.33,2024
POL-218587,2024-04-29,liability,BE-WAL,3134.96,261.92,2024
POL-916279,2023-10-03,fire,BE-BRU,26823.03,1474.78,2023
POL-696009,2020-02-26,theft,BE-VLG,8396.39,443.87,2020
POL-710516,2024-03-16,fire,NL-NH,29692.06,1931.24,2024
POL-082555,2021-12-25,water_damage,DE-NRW,,247.87,2021
POL-890111,2022-01-30,water_damage,NL-ZH,3740.48,2075.85,2022
POL-956788,2024-09-22,flood,BE-WAL,11363.71,2443.71,2024
POL-396015,2024-05-03,fire,BE-VLG,6693.29,1360.76,2024
POL-535642,2020-04-02,flood,NL-ZH,9732.3,804.05,2020
POL-054515,2021-10-19,fire,BE-VLG,11243.22,369.92,2021
POL-881430,2023-10-01,storm,BE-BRU,1959.26,1029.24,2023
POL-010646,2022-09-11,liability,BE-BRU,18967.92,1195.52,2022
POL-894682,2021-04-15,liability,DE-BAY,8914.26,1502.16,2021
POL-283663,2022-08-16,storm,DE-NRW,2866.15,1724.71,2022
POL-584017,2024-05-02,UNKNOWN,NL-ZH,,527.59,2024
POL-266263,2021-02-11,theft,BE-VLG,1645.78,762.69,2021
POL-400994,2023-09-25,liability,BE-VLG,137467.8,5000.0,2023
POL-219548,2023-09-04,theft,BE-VLG,12720.54,5000.0,2023
POL-723709,2024-06-06,liability,BE-WAL,20655.41,1826.07,2024
POL-231760,2021-06-28,flood,NL-ZH,74458.88,1058.17,2021
POL-364505,2021-01-29,theft,FR-IDF,350509.57,5000.0,2021
